film_title,release_year,genres_raw,combined_tags,description,movieID,tsne_x,tsne_y
Little Big Soldier (Da bing xiao jiang),2010,"Action, Adventure, Comedy, Drama, War",,"The story of a farmer forced into conscription, who has been looking to get out of the army ever since. His great chance arrives when he stumbles upon a wounded general from an enemy state, and he kidnaps him, intending to claim credit for the capture, which includes five ""mu"" of land, and most importantly, honorable discharge from the army.",M_82765,32.01542,45.157703
Rabbit Hole,2010,Drama,,Life for a happy couple is turned upside down after their young son dies in an accident.,M_82767,-16.902012,-13.795417
One Week,1920,Comedy,,"The story involves two newlyweds, Keaton and Seely, who receive a build-it-yourself house as a wedding gift. The house can be built, supposedly, in ""one week."" A rejected suitor secretly re-numbers packing crates. The movie recounts Keaton's struggle to assemble the house according to this new ""arrangement.""",M_82848,-18.152208,7.7879596
Little Fockers,2010,Comedy,,"It has taken 10 years, two little Fockers with wife Pam and countless hurdles for Greg to finally get in with his tightly wound father-in-law, Jack. After the cash-strapped dad takes a job moonlighting for a drug company, Jack's suspicions about his favorite male nurse come roaring back. When Greg and Pam's entire clan descends for the twins' birthday party, Greg must prove to the skeptical Jack that he's fully capable as the man of the house.",M_82852,-35.36857,-20.1317
Gulliver's Travels,2010,"Adventure, Comedy, Fantasy",,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",M_82854,25.561398,18.778364
Sweetgrass,2009,"Adventure, Documentary, Western",,"An unsentimental elegy to the American West, Sweetgrass follows the last modern-day cowboys to lead their flocks of sheep up into Montana's breathtaking and often dangerous Absaroka-Beartooth mountains for summer pasture. This astonishingly beautiful reveals a world in which nature and culture, animals and humans, vulnerability and violence are all intimately meshed.",M_82857,-1.5955752,38.34836
Burlesque,2010,"Drama, Musical, Romance",,"Ali leaves behind a troubled life and follows her dreams to Los Angeles, where she lands a job as a cocktail waitress at the Burlesque Lounge, a once-majestic theater that houses an inspired musical revue. Vowing to perform there, she makes the leap from bar to stage, helping restore the club's former glory.",M_83086,-34.81569,28.642117
"Secret World of Arrietty, The (Kari-gurashi no Arietti)",2010,"Animation, Children, Fantasy",,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",M_83132,15.3941965,20.345121
Tucker & Dale vs Evil,2010,"Comedy, Horror",black comedy,"Two hillbillies are suspected of being killers by a group of paranoid college kids camping near the duo's West Virginian cabin. As the body count climbs, so does the fear and confusion as the college kids try to seek revenge against the pair.",M_83134,9.425795,-13.580062
Yogi Bear,2010,"Children, Comedy",,"A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.",M_83177,-9.197857,45.686344
Made in Dagenham,2010,"Comedy, Drama",,"A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.",M_83270,-10.051481,11.717261
"Green Hornet, The",2011,"Action, Comedy, Crime, Fantasy, Thriller, IMAX",,"Britt Reid, the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father dies, Britt meets Kato, a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky.",M_83349,32.039536,19.899708
"Way Back, The",2010,Drama,,"At the dawn of WWII, several men escape from a Russian gulag—to take a perilous and uncertain journey to freedom as they cross deserts, mountains and several nations.",M_83369,23.667768,47.032722
"Warrior's Way, The",2010,"Action, Fantasy, Western",,A warrior-assassin is forced to hide in a small town in the American Badlands after refusing a mission.,M_83374,19.45446,3.901277
Season of the Witch,2011,"Adventure, Drama, Fantasy",,"A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.",M_83480,15.610855,38.239304
Amer,2009,"Drama, Horror",,"Ana is confronted with body and desire at three key moments of her life. As a young girl, she brings her dead grandpa back to life. In her puberty, she discovers the power of decay and sexuality. Finally, she wrestles with loss and loneliness when she returns to her parental home, now derelict.",M_83601,-15.898765,-24.458832
Cowboys & Aliens,2011,"Action, Sci-Fi, Thriller, Western, IMAX",,"A stranger stumbles into the desert town of Absolution with no memory of his past and a futuristic shackle around his wrist. With the help of mysterious beauty Ella and the iron-fisted Colonel Dolarhyde, he finds himself leading an unlikely posse of cowboys, outlaws, and Apache warriors against a common enemy from beyond this world in an epic showdown for survival.",M_83613,53.64715,1.1573155
Anything for Her (Pour elle),2008,"Crime, Drama, Thriller",,"Lisa and Julien are married and lead a happy uneventful life with their son Oscar. But their life radically changes one morning, when the police comes to arrest Lisa on murder charges. She's sentenced to 20 years of prison. Convinced of his wife's innocence, Julien decides to act. How far will he be willing to go for her?",M_83796,-11.001989,-36.735382
Day & Night,2010,"Animation, Children",,"When Day, a sunny fellow, encounters Night, a stranger of distinctly darker moods, sparks fly! Day and Night are frightened and suspicious of each other at first, and quickly get off on the wrong foot. But as they discover each other's unique qualities--and come to realize that each of them offers a different window onto the same world-the friendship helps both to gain a new perspective.",M_83803,11.004473,13.243446
Marwencol,2010,Documentary,,"After a vicious attack leaves him brain-damaged and broke, Mark Hogancamp seeks recovery in ""Marwencol"", a 1/6th scale World War II-era town he creates in his backyard.",M_83827,17.138338,39.91088
"Dilemma, The",2011,"Comedy, Drama",,"Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",M_83910,-25.540161,-41.16546
Down Argentine Way,1940,"Comedy, Drama, Romance",,"The story—in which an American heiress on holiday in South America falls in love with an Argentine horse breeder against the wishes of their families—takes a backseat to the spectacular location shooting and parade of extravagant musical numbers, which include the larger-than-life Carmen Miranda singing the hit “South American Way” and a showstopping dance routine by the always amazing Nicholas Brothers.",M_83969,-26.63972,38.188675
"Trip, The",2010,"Comedy, Drama",,"When Steve Coogan is asked by The Observer to tour the country's finest restaurants, he envisions it as the perfect getaway with his beautiful girlfriend. But, when she backs out on him, he has no one to accompany him but his best friend and source of eternal aggravation, Rob Brydon.",M_83976,-32.3247,-14.304269
Limitless,2011,"Sci-Fi, Thriller",,"A paranoia-fueled action thriller about an unsuccessful writer whose life is transformed by a top-secret ""smart drug"" that allows him to use 100% of his brain and become a perfect version of himself. His enhanced abilities soon attract shadowy forces that threaten his new life in this darkly comic and provocative film.",M_84152,37.276375,-9.862455
Happy People: A Year in the Taiga,2010,Documentary,,"In the center of the story is the life of the indigenous people of the village Bakhtia at the river Yenisei in the Siberian Taiga. The camera follows the protagonists in the village over a period of a year. The natives, whose daily routines have barely changed over the last centuries, keep living their lives according to their own cultural traditions.",M_84156,-3.5241463,36.016747
